100 mile house,Agassiz-Harrison,Ashcroft-Cache-Creek-Clinton,Bulkley Nechako,Campbell River,Central Fraser Valley,Chilliwack,Clearwater,Columbia Valley,Comox Valley,Cowichan Valley,Cranbrook,Creston Valley,Dawson Creek,Elk Valley,Fort St John,Greater Vancouver,Hazeltons,Hope,Kamloops,Kelowna,Kimberley,Kitimat,Merritt,Mount Waddington,Nanaimo,Pemberton Valley,Port Alberni,Port Edward,Powell River,Prince George,Prince Rupert,Quesnel,Revelstoke,Salt Spring Island,Shuswap,Skeena,Smithers,South Okanagan Similkameen,Squamish,Sunshine Coast,Terrace,Vernon,Victoria,West Kootenay,Whistler,Williams Lake
15.683,14.776,51.317,10.4445,16.337,11.945,5.970000000000001,83.57600000000001,7.263,11.072,36.850500000000004,6.390000000000001,7.109,15.375,7.894,12.415,11.2861,31.2955,9.39,9.9035,12.381,5.577,48.0075,15.2265,13.692499999999999,14.870999999999999,34.0045,6.944000000000001,5.006,34.08,10.645499999999998,4.23,15.725999999999999,18.079,20.788,11.350999999999999,7.4765,18.2885,15.8955,14.950500000000002,19.339,9.2645,19.253,12.436,20.476,17.2295,11.748
8.375499999999999,9.609,51.317,15.3185,12.7375,6.3759999999999994,50.4565,95.771,6.268,11.225999999999999,20.228,5.91,10.191,14.395,5.5495,12.618,11.606000000000002,9.253499999999999,9.584,7.39,14.7,6.996,14.4565,9.402000000000001,16.496,19.3845,33.537,9.237,5.781000000000001,22.7905,23.198500000000003,6.894,11.9185,17.892,14.408999999999999,6.1705000000000005,32.0275,17.35,17.162499999999998,13.0295,22.543,9.618,8.156,8.804,14.739999999999998,7.048,14.449
8.632,10.494499999999999,51.627,13.2975,13.501,6.189,11.0575,31.7825,5.304,7.07,8.084,6.449999999999999,7.109,14.395,5.722,12.228,17.745350000000002,18.4125,9.609,10.474499999999999,11.7075,7.894,31.726,5.613,19.4135,20.119,36.286,8.0805,9.100999999999999,26.653,18.4295,8.855,57.926500000000004,18.079,7.899,4.5215,7.4765,18.2885,6.882999999999999,13.59,8.247,11.417,12.040000000000001,11.202,38.73,7.207000000000001,17.471
21.8315,8.898,51.317,18.4295,13.501,50.4405,10.4185,20.619,7.263,23.208,35.6115,7.0809999999999995,12.2655,14.3235,9.5215,12.1265,29.24725,9.996500000000001,22.6475,12.493500000000001,20.361,5.304,20.6945,14.972999999999999,11.649000000000001,13.974,36.286,6.0225,13.4605,22.7905,16.151,7.630000000000001,47.259499999999996,18.079,23.0715,4.713,9.2645,17.35,9.748,11.2895,35.6905,20.6945,8.492,16.5085,5.504,11.346,11.506
21.917,11.0635,51.627,9.2835,13.375499999999999,12.023,15.538,94.58850000000001,6.098,10.7995,21.831,9.017,10.190000000000001,15.375,6.2405,11.838,12.4774,38.4725,19.712,10.423,8.9815,8.411,11.405999999999999,5.613,32.2975,14.3565,39.09,11.143999999999998,7.514,28.765,8.6885,9.05,14.529,16.5155,10.804,6.8055,7.323,26.377,8.0245,11.502,16.152,20.248,14.377,14.31,5.8845,9.3945,11.748
21.8315,12.398,51.007,12.465,15.905000000000001,12.989999999999998,7.9079999999999995,94.58850000000001,23.163,13.28,19.688,6.365,10.191,15.375,6.996,12.1265,15.02305,7.4765,11.2245,10.73,10.9515,7.894,54.0045,5.613,33.2005,16.377000000000002,36.286,10.0075,11.4815,22.2675,13.2975,9.347,11.9185,18.079,7.5794999999999995,9.736,9.2645,19.08,11.75,13.690999999999999,20.200499999999998,10.549,6.6985,13.9945,24.6145,14.2395,11.506
15.683,12.6205,51.317,9.756,17.2805,50.878,6.7395,31.7825,8.829,13.427499999999998,23.6875,6.4505,7.109,14.395,9.283999999999999,11.838,9.7622,19.747,7.7345,12.1405,8.75,5.577,9.0465,9.402000000000001,30.136000000000003,37.3065,36.286,7.576499999999999,7.122,13.1095,13.265,6.173,9.82,18.079,8.1665,5.949999999999999,53.521,17.874499999999998,8.0605,13.0295,20.200499999999998,9.629,4.5235,25.888,26.2445,3.8685,17.634
21.8315,14.0945,51.317,6.146,13.375499999999999,11.709,12.477,15.214,9.915,6.0275,20.0355,5.577,7.109999999999999,14.813500000000001,6.808,12.618,12.70655,9.253499999999999,48.3245,13.838,15.455,5.304,8.6545,5.106,75.9885,9.8855,36.286,18.3845,7.76,21.894000000000002,6.334999999999999,8.775,12.876999999999999,12.664000000000001,20.232,11.6785,9.629,17.874499999999998,15.591999999999999,16.274,33.37,7.534,7.0120000000000005,10.456,6.137,8.154,17.634
17.0575,26.27,51.317,10.121500000000001,14.2905,5.486000000000001,9.3535,39.3805,5.9675,13.8065,23.62,9.0745,10.191,14.2705,33.0285,12.5165,20.397399999999998,9.629,5.593,10.9215,21.625,5.995,41.729,5.359500000000001,31.002000000000002,17.1985,36.7535,6.944000000000001,7.514,25.9955,9.9215,13.2285,13.9095,18.266,8.4695,4.5215,9.629,26.826999999999998,8.792,13.629999999999999,16.219,12.475999999999999,12.040000000000001,10.3955,20.637999999999998,11.8765,17.229
8.375499999999999,14.215,51.317,10.2095,14.2465,5.4465,15.498,39.3805,6.996,7.4455,32.753,17.459500000000002,9.1845,14.7605,60.9075,12.5165,25.2379,21.1675,10.434999999999999,10.218,13.026,6.422499999999999,29.6295,9.402000000000001,44.3545,21.784,33.537,6.944000000000001,7.514,18.504,9.4265,6.648,50.42,14.4145,6.845,7.0345,37.0195,26.413,6.054,14.950500000000002,23.483999999999998,7.4765,8.1945,9.9635,4.559,9.11,11.506
21.8315,14.928,51.317,9.8705,11.318999999999999,5.239,8.3935,42.6145,6.390000000000001,13.427499999999998,8.084,32.1305,9.1845,14.885,42.565999999999995,12.5165,14.69225,7.394500000000001,16.297,14.5775,18.3785,5.304,9.253499999999999,9.402000000000001,12.251,17.5235,36.286,7.576499999999999,6.648,20.078,15.3185,7.514,8.744,18.079,7.3925,6.1705000000000005,7.841,25.061,8.287,13.908000000000001,6.9704999999999995,9.1715,4.333,8.5135,25.389,9.266,17.471
21.8315,9.203,51.007,16.3065,11.5975,6.981,11.424,32.407,5.8665,10.175,23.6875,6.53,7.109,14.395,5.995,12.228,9.8604,22.441000000000003,8.8385,20.898500000000002,16.826,6.2405,17.386499999999998,9.1485,11.532,16.2515,36.286,7.576499999999999,5.781000000000001,38.072500000000005,23.198500000000003,7.514,55.5555,18.079,14.408999999999999,6.872999999999999,16.6245,24.647,9.242,14.828,17.302,7.03,6.031499999999999,17.8215,13.11,7.640000000000001,15.17
8.461,10.622,51.007,12.3395,11.391,12.081,11.9145,31.7825,5.722,8.7285,13.55,5.91,9.1845,14.885,18.3325,11.838,8.8091,41.785,12.081,9.6275,12.2675,8.829,8.7675,5.359500000000001,14.094999999999999,34.23,33.9495,8.0805,9.100999999999999,29.407,15.477,6.7,56.113,18.079,11.693999999999999,6.7485,7.4765,32.358,16.9,15.551,31.402500000000003,34.433,5.8975,25.158,20.3965,10.965,17.471
24.365000000000002,9.6265,51.007,8.65,13.2135,6.9665,53.0965,13.021,5.492,10.27,20.0,5.995,10.191,14.3235,6.268,12.415,16.31075,9.1715,14.0785,11.02,9.157,16.198,19.779,5.106,13.376,34.2945,36.341,5.875500000000001,7.514,27.424,12.023,5.307,10.102,15.369499999999999,22.957,14.975000000000001,65.53999999999999,16.936,4.8375,12.5475,32.6655,11.8895,18.913,14.513000000000002,24.6145,11.0145,11.748
21.917,10.1535,51.317,17.3055,18.483,10.948500000000001,13.8805,15.214,9.102,8.4515,39.927,6.9055,13.271,14.813500000000001,16.889,12.5165,8.825,7.844,10.1535,9.3505,15.274999999999999,9.102,13.3935,5.613,13.489999999999998,29.841499999999996,36.7535,9.888,5.307,20.078,21.971,11.8735,12.651499999999999,10.7795,14.1345,4.4399999999999995,33.9495,17.35,9.136,14.2275,16.015,7.844,13.284,15.019,4.2669999999999995,7.743,20.414
8.717500000000001,9.7775,51.317,11.103,9.639,16.1545,12.853,14.933,7.0809999999999995,13.812999999999999,36.366,6.632,10.191,14.7605,5.492,12.1265,18.73245,9.618,4.616,9.427,24.7205,8.829,53.054,5.106,29.701500000000003,11.304,36.286,8.1685,6.173,22.7905,7.5405,6.894,10.744499999999999,15.369499999999999,9.9805,6.791499999999999,16.26,16.936,8.065,12.265,31.402500000000003,16.2215,5.8185,14.892,2.7125,6.105,11.506
8.632,10.321,51.317,6.7375,8.344,7.186,24.9085,8.156500000000001,23.078,8.04,19.5475,33.9165,9.1855,14.395,17.702,12.415,10.48805,7.6875,16.678,9.097999999999999,13.792,5.5495,10.842,5.359500000000001,10.892,9.9855,36.286,10.5115,7.76,12.346499999999999,4.515499999999999,7.122,58.484,17.892,9.488,13.284,9.996500000000001,25.585499999999996,7.5915,13.463000000000001,35.6905,42.268499999999996,25.828,12.8025,77.279,8.154,11.985
21.8315,9.3525,51.317,8.65,12.1525,13.2645,8.4415,8.156500000000001,6.422499999999999,12.02,17.1745,6.53,9.1845,14.7605,17.8275,12.228,13.98965,7.112,11.154499999999999,13.5245,16.875999999999998,6.7620000000000005,22.663500000000003,9.402000000000001,15.629999999999999,21.049500000000002,33.9495,8.0805,11.938500000000001,23.432499999999997,7.2185,9.347,15.328000000000001,16.5155,11.7715,8.156,7.4765,24.647,8.287,13.59,21.447,51.3795,23.559,12.408999999999999,39.7245,9.3945,14.690999999999999
21.8315,13.9435,51.317,13.453,8.3235,9.936,10.494499999999999,68.911,18.9635,15.3705,12.323999999999998,6.268,12.5765,15.375,6.996,12.415,7.57545,53.532000000000004,6.754,10.4725,18.7185,5.492,83.3715,14.972999999999999,62.531,9.2405,33.9495,7.448,9.398499999999999,14.1035,137.324,7.122,11.9415,17.892,23.3045,6.6845,9.2645,26.826999999999998,7.609999999999999,12.2665,28.5205,7.4765,6.031499999999999,22.712,39.4185,14.902000000000001,14.690999999999999
8.375499999999999,10.494499999999999,51.317,9.2835,12.361,12.6575,14.865,53.778,6.808,10.708,23.6875,27.0865,7.109,14.885,9.915,11.838,8.599350000000001,14.4635,9.552,9.416,13.706,6.177,9.947500000000002,5.106,27.882,12.2925,39.09,7.091,7.514,28.765,17.031,7.122,54.676500000000004,17.892,10.804,18.369,16.899,34.123999999999995,8.059999999999999,12.867,22.4605,11.405999999999999,12.861,9.0025,11.4575,4.176,12.227
17.0575,5.580500000000001,51.317,7.1675,12.2985,10.352,6.987500000000001,11.7995,33.9165,7.8885000000000005,11.483,6.808,7.109,14.885,6.449999999999999,12.228,16.94795,12.565000000000001,14.544,9.8515,10.440000000000001,6.177,42.268499999999996,5.359500000000001,9.048,12.561499999999999,36.7535,13.7485,13.525500000000001,14.1035,8.9595,7.514,10.896,14.2275,25.0955,8.992999999999999,9.8515,19.08,8.7055,11.73,36.532,30.1735,6.6985,27.532,11.739,9.3965,11.264
21.8315,15.1315,51.317,19.6925,11.535,10.042,16.1545,9.6065,5.577,9.8565,21.0335,6.449999999999999,7.111,14.885,7.66,12.1265,10.1735,8.2085,10.1535,11.4855,14.6795,5.91,9.629,5.106,10.975,11.962499999999999,34.0045,7.742,6.173,15.059,14.425,13.525500000000001,16.1085,18.266,10.977,8.184000000000001,9.618,34.123999999999995,16.5545,12.554,37.555499999999995,10.5555,12.948,12.42,6.346,9.280000000000001,12.227
8.375499999999999,8.4845,51.007,10.616499999999998,11.535,14.0945,10.448,28.217,7.0809999999999995,10.27,16.674,6.2405,12.2655,15.375,30.622,7.381499999999999,7.4921,9.2645,12.671500000000002,15.26,15.31,6.098,7.4765,9.1485,32.766,14.464,36.286,6.507999999999999,9.589,23.468,17.4805,5.307,11.538499999999999,14.765,8.1665,11.458,10.068,26.413,10.358,14.186,39.078,10.469000000000001,5.7059999999999995,12.1195,4.2669999999999995,7.4585,17.471
16.801000000000002,22.6475,51.317,17.4805,11.535,9.613,12.096,15.214,6.449999999999999,15.333,13.5635,9.915,7.111,14.885,6.183,12.618,28.517200000000003,7.7620000000000005,8.73,10.73,18.386,33.4615,7.241,14.972999999999999,60.244,10.897499999999999,39.09,7.595000000000001,6.173,30.9545,10.762,8.855,11.538499999999999,18.079,9.706,12.934000000000001,30.4745,26.826999999999998,7.7265,12.265,16.152,52.11150000000001,23.476499999999998,27.5995,20.0505,10.32,11.506
15.939499999999999,11.9695,51.317,9.347,11.5975,7.27,47.274499999999996,9.6065,6.268,6.441,47.238,6.2405,7.109999999999999,14.885,6.808,12.415,12.171050000000001,41.2565,12.9025,9.1085,17.0295,5.91,9.629,9.1485,60.302,16.941,36.286,12.034,9.347,16.816,7.607,6.173,9.2025,18.266,32.8535,23.7445,76.117,26.826999999999998,23.53,12.265,33.4105,52.686499999999995,6.872999999999999,9.489,23.6595,3.9845,11.748
8.717500000000001,13.566,51.317,12.465,13.375499999999999,6.6,30.587999999999997,29.3305,6.2405,11.605,24.955,9.017,9.1845,14.7605,7.0809999999999995,12.5165,16.3946,16.805,21.5105,8.7415,18.2325,7.894,10.8345,9.402000000000001,62.384,30.506,33.482,7.595000000000001,7.122,26.180500000000002,13.4565,11.8735,13.8485,18.266,24.664,7.3285,53.054,17.35,10.398499999999999,13.0295,19.4355,9.2645,6.8870000000000005,14.006499999999999,5.7925,9.5555,11.506
16.025,11.614,51.317,134.123,17.406,7.731,47.549,20.619,6.449999999999999,14.8,30.6765,6.996,11.26,14.885,7.0535,12.228,10.997800000000002,20.248,12.713000000000001,11.431000000000001,8.9025,6.177,52.11150000000001,9.1485,77.037,24.9375,36.286,9.741,11.5465,23.432499999999997,16.151,5.781000000000001,11.538499999999999,18.266,7.5794999999999995,6.118,10.1015,17.35,7.609999999999999,12.2665,21.447,33.198,8.099,11.181999999999999,39.789,7.6405,14.690999999999999
8.717500000000001,9.203,51.627,16.703500000000002,13.501,11.309000000000001,7.911,39.3805,6.6385000000000005,12.02,28.17,18.9135,12.5765,14.885,18.0655,7.4830000000000005,14.58445,7.841,8.379,10.229,12.216,6.183,11.417,9.1485,30.283,17.284,33.9495,9.237,5.781000000000001,15.822,11.924,13.2795,54.676500000000004,16.3285,10.977,8.8275,39.104,19.6045,15.454,12.326,23.483999999999998,11.133000000000001,10.178,16.6765,29.155,10.7035,11.506
30.256999999999998,24.835,51.317,4.515499999999999,9.4785,8.4255,12.105,94.58850000000001,9.102,12.557500000000001,21.832,42.4375,13.271,14.7605,6.2405,12.228,20.85275,9.253499999999999,10.4925,18.056,10.1435,24.309,9.629,5.106,13.376,20.72,33.9495,8.2275,8.03,11.391,10.9385,6.173,12.876999999999999,12.5995,20.232,8.1945,12.311,24.647,8.5155,12.493,33.37,9.2645,12.243500000000001,11.3485,23.2235,8.2905,17.471
15.683,11.2595,51.007,10.4445,14.4865,12.138,7.592,4.742,9.320500000000001,12.5515,40.3635,6.449999999999999,9.1855,14.885,7.263,12.228,11.45375,9.864,10.057,11.775500000000001,9.2805,17.468,9.618,5.613,27.3645,15.859,39.09,18.3845,7.382,15.059,13.733999999999998,5.383,11.6365,12.53,11.538499999999999,4.196,32.54,17.35,9.464500000000001,13.59,32.569,10.631,6.5045,12.51,4.936,9.3945,11.506
15.939499999999999,12.7665,51.007,12.465,13.355,5.714,8.6515,15.7545,5.759,13.434,18.5225,6.365,10.190000000000001,14.7605,6.1555,11.838,4.665649999999999,31.2955,16.169,13.187,11.0615,6.390000000000001,7.4765,5.359500000000001,20.854999999999997,14.014,34.0045,9.237,13.214500000000001,16.014,11.873000000000001,9.100999999999999,11.538499999999999,14.2275,10.9975,12.040000000000001,39.104,17.874499999999998,9.915,12.2665,32.5285,9.737,12.836500000000001,20.268,78.17999999999999,7.783,12.227
8.375499999999999,11.4435,51.317,23.198500000000003,18.259,12.103000000000002,10.482,42.6145,6.1555,9.350999999999999,20.302500000000002,6.390000000000001,9.4955,14.885,5.759,12.415,14.1845,9.4645,16.448,12.641,14.478,24.497,15.459,5.106,77.209,10.994,39.09,8.0805,9.254999999999999,21.0335,4.452,5.389,12.7125,18.079,13.7805,6.890000000000001,7.841,17.874499999999998,13.2305,12.867,24.325499999999998,19.3795,6.8055,19.105,13.454,4.382,14.449
21.8315,6.849,51.627,8.58,16.5225,9.6255,10.6425,95.771,19.310000000000002,9.5515,19.6065,5.759,7.109,14.7605,5.995,12.5165,4.5107,7.2405,11.094999999999999,8.048,10.1675,5.759,9.182500000000001,19.0155,11.088999999999999,15.471,39.09,10.0075,13.4605,20.078,5.5845,7.76,11.9185,15.369499999999999,23.4255,8.17,21.020500000000002,26.826999999999998,9.952,15.2315,23.483999999999998,54.4745,12.8525,27.385,6.481,10.429,11.748
8.461,13.1025,51.007,8.497,14.3185,13.021999999999998,47.5465,43.4195,5.577,11.257,10.397,5.577,9.4955,14.885,19.310000000000002,12.415,23.4198,54.946999999999996,14.444,7.5344999999999995,10.407499999999999,6.996,12.675500000000001,5.106,16.496,15.5505,36.286,14.817,6.894,21.0335,8.9235,9.100999999999999,10.462499999999999,16.5155,11.331,5.843,9.947500000000002,17.35,10.407499999999999,12.5475,19.196,10.1015,25.933,14.057500000000001,53.986000000000004,11.2255,11.748
21.917,11.154499999999999,51.627,13.2975,12.424,5.493,9.203,15.214,21.346,10.6295,31.0375,6.390000000000001,12.2655,14.885,5.5495,12.228,9.8217,7.112,15.538,8.7435,12.2085,6.996,76.48150000000001,5.106,13.146,11.794,36.7535,9.741,7.122,14.257,18.866,8.248000000000001,14.552,15.309000000000001,14.1345,5.843,21.64,17.764,8.0605,15.551,33.37,7.4765,8.8275,10.792,5.715999999999999,8.315000000000001,11.748
15.939499999999999,7.164,51.317,16.046,12.173,7.7355,8.030999999999999,13.021,27.332,9.891,20.302500000000002,5.91,7.109,14.395,25.997,12.618,15.786,7.394500000000001,9.2455,8.493,17.7345,6.808,14.717500000000001,9.402000000000001,44.789,16.7215,33.482,7.595000000000001,9.100999999999999,16.816,18.066499999999998,6.894,10.744499999999999,9.6335,14.408999999999999,4.713,7.112,24.647,8.742,13.627,28.383499999999998,12.7725,4.3875,17.8065,22.6835,9.2215,15.17
15.939499999999999,11.3055,51.317,5.5845,13.51,11.012,12.713000000000001,30.152,22.159,10.175,23.7055,9.283999999999999,9.4955,14.885,5.995,12.5165,16.4529,7.4765,11.935,16.4585,22.169,5.995,8.682,9.1485,58.286,15.87,33.482,7.576499999999999,13.525500000000001,15.059,6.146,5.781000000000001,11.299,14.4145,11.1845,7.276,7.4765,26.826999999999998,6.2225,11.502,28.3775,33.437,8.17,10.3945,19.4565,10.168,17.471
21.8315,53.0965,51.317,15.841000000000001,12.2985,14.187000000000001,9.397,7.335000000000001,6.6385000000000005,8.9195,21.954,6.422499999999999,10.190000000000001,14.885,9.102,12.618,9.9975,11.8895,5.1530000000000005,11.431000000000001,20.6,16.616,9.499500000000001,5.613,15.629999999999999,14.615,36.286,8.939,7.368,12.346499999999999,9.543,7.76,10.744499999999999,13.7455,14.408999999999999,8.156,11.405999999999999,16.936,7.665,12.326,22.4605,11.405999999999999,29.726,19.105,22.904500000000002,10.289499999999999,14.690999999999999
8.375499999999999,13.5,51.007,12.465,13.375499999999999,9.597,7.84,57.817,5.995,11.913499999999999,31.003500000000003,6.422499999999999,10.190000000000001,15.375,5.9675,12.228,17.315849999999998,9.655000000000001,9.713000000000001,10.337,7.5815,8.829,9.4755,13.191,25.6035,11.077,34.417,7.091,13.2795,13.1095,18.4295,7.514,47.763,14.4145,10.804,8.17,7.6875,25.585499999999996,15.8725,14.414000000000001,21.041999999999998,7.4765,8.099,19.376,51.122,4.8625,11.748
17.0575,8.127500000000001,51.317,9.9215,14.450999999999999,12.428,21.201500000000003,2.4705,8.411,8.5915,20.203,6.183,10.191,14.3235,8.411,12.5165,27.6066,24.214,9.8595,8.7435,16.735,5.9675,9.618,9.402000000000001,31.002000000000002,11.2655,36.286,5.875500000000001,5.307,34.682500000000005,11.8555,5.781000000000001,10.222999999999999,15.182500000000001,10.9975,17.7515,31.66,25.585499999999996,16.3305,13.463000000000001,28.383499999999998,9.618,30.4945,28.046499999999998,3.581,4.382,14.690999999999999
21.917,9.7265,51.317,18.066499999999998,14.3625,7.515499999999999,11.503499999999999,75.9685,9.102,7.694500000000001,18.9195,6.422499999999999,9.1845,14.3235,6.390000000000001,11.838,15.4032,9.2645,6.946,12.756,7.9985,9.102,9.2645,9.1485,57.856,14.464,36.341,8.0805,7.630000000000001,14.1035,21.971,11.8735,14.552,14.2275,27.1045,8.5445,39.2325,17.35,7.333499999999999,13.0905,21.2055,31.8435,10.91,23.082,4.715,13.9495,12.227
17.0575,47.157,51.317,18.3305,13.1065,5.7385,14.792,15.7545,6.8195,6.5535,12.434000000000001,7.66,13.271,14.885,18.1505,12.1265,12.344000000000001,8.055,6.9285,9.9705,9.812999999999999,5.5495,11.417,9.402000000000001,60.047,11.7405,33.482,9.888,5.781000000000001,14.1035,6.334999999999999,7.368,46.869,10.563,11.34,9.4,6.948,17.874499999999998,8.367,14.414000000000001,38.033,7.844,8.17,15.424,3.8129999999999997,6.4975000000000005,17.229
16.025,10.904499999999999,51.627,9.9215,11.9465,9.713000000000001,11.47,86.9905,6.1555,13.28,20.0355,5.759,10.190000000000001,14.395,9.915,7.4830000000000005,9.34305,9.2645,7.259499999999999,20.309,18.091,18.1505,7.841,5.359500000000001,8.643,17.756999999999998,39.09,6.507999999999999,7.122,24.2505,23.648,5.834,57.287,18.266,11.7715,8.52,22.4715,19.08,8.737,12.5475,28.424,9.253499999999999,4.6285,13.314,21.762,6.2835,14.449
29.139,9.203,51.627,5.5845,17.036,13.608,10.121500000000001,31.602,5.492,14.346,8.084,6.183,10.190000000000001,14.885,7.66,12.228,18.7402,7.7620000000000005,13.2195,9.1085,12.17,6.2405,12.872,13.191,32.766,14.085,36.286,5.3715,5.781000000000001,16.816,6.334999999999999,8.364,48.4565,18.079,14.408999999999999,4.713,11.395,34.123999999999995,7.609999999999999,13.627,38.397,9.629,6.118,12.1545,4.468,8.807500000000001,14.449
